x,t
0.14028030062619642,9.88031009346587
0.9038576924124879,10.227491972133414
0.5358151308485987,10.163115433075014
0.3583919807010935,9.937106584020125
0.024341816165506288,9.881465820697121
0.024334290374921942,9.919412263961135
0.0033737060025058087,9.970300130696549
0.7502611155095218,10.38099714117071
0.36133925734303807,9.972571598292234
0.5013667754267369,10.038555514711556
0.00042372140541392347,10.015358012057343
0.9407251213209017,10.131503746840266
0.6929607502227799,10.277814552964607
0.045087897923641214,9.954180148251064
0.033060318699863214,9.992899559324789
0.0336372142345783,9.987019516577913
0.09256334240105038,9.828922844737377
0.2753693125393995,9.860194687367878
0.18657649912973773,9.8546113268269
0.08481441210049075,9.926452267860714
0.37436396478015516,9.946019492965213
0.019458537159611267,9.954413581142507
0.08534849566776614,9.821868271676037
0.1342210002215515,9.78576446423193
0.2079998305037274,9.882479686535522
0.6165012903494432,10.323746240716714
0.0398696192814241,9.927470480098503
0.2644370576505625,9.918334837401263
0.3509550213999997,9.962223103249949
0.0021576408418581263,9.963461268260488
0.3691107470719407,9.982104186985554
0.0290784767593187,10.024540841813431
0.004231709749922467,9.989870251222603
0.9003837628085468,10.302636392874554
0.9324452232997069,10.036709373115105
0.6535062724417269,10.328109634073252
0.09278954837000755,9.87504801488329
0.009539841854476048,9.966602667808584
0.468174834569986,10.089461330648438
0.19373421774518976,9.739526667901961
0.014893330764029388,9.96076590564341
0.24520017230734495,9.874606153023027
0.0011825703844918214,10.071539342508132
0.8268635936367179,10.279635857396798
0.06696707887690509,9.855531690329453
0.43893577726561855,10.022855943120932
0.09716379495681854,9.912941616065252
0.2704707466518039,9.888646376264965
0.29889212953960687,9.867573375161578
0.034171169727639054,9.965295211033594
