x1,x2,y
-0.3076703618168709,0.907772170822934,0
0.3937866427723925,-0.27596247612874947,1
-0.7142728364030244,0.8128706107714458,0
0.4269966590392509,-0.20295473695945399,1
0.02469059671263807,-0.9898880636045497,0
-1.1018625774208235,-0.4200076609178511,0
-0.1804993086569696,0.04619056629585977,1
0.8066355822942732,0.6896429074400432,0
0.08853328935436197,0.2646887039724596,1
1.268686631211461,0.22548551114116805,0
1.1084052467553576,0.24081311613249023,0
-1.0088038569956923,0.07768918862033353,0
-0.275758585166761,-1.027638208587077,0
-0.5497022392078429,-0.12360023825926042,1
-0.159473640595373,0.6316606288400508,1
-0.4427276532827098,-0.41697429297526145,1
0.6315875921122205,0.49194730022133204,0
-0.28945576166357617,-0.4325532115924129,1
0.4464870421688486,-0.5244432491650912,1
-1.2403534099114726,0.2388011625780622,0
1.1022436248174687,-0.39112597840292773,0
-0.0877519428318973,-0.06759427697346604,1
-0.3287563270107844,0.2852631133056465,1
0.3199411979096088,0.8683646881396649,0
-0.21861762852472022,0.9719462026594132,0
-0.49507221031651205,0.5628773372325556,1
0.7436732823868958,0.39341460961064145,1
-0.34178493986796854,-0.47881817731562715,1
-0.44502153005419964,0.2913643079091573,1
0.38627021492450364,-0.09849612113090317,1
-0.09980206000716363,0.7014255392479131,0
-0.30849160985441515,-0.3914099541531533,1
0.5723194838105938,0.42073860662164164,1
-0.8189770206231981,0.3462355881389649,0
-0.5096605119125325,0.2027286493521891,1
0.7091996239283465,-0.6305589101061148,0
-0.31605857788011005,-0.32828159265558127,1
0.1823185961736307,-0.7031039997759742,1
0.16218815677470594,-0.43101774081906713,1
0.11794649041583047,0.5652647409185236,1
0.3486227132542088,0.11062904319055766,1
1.0461212591526472,0.4319179974590958,0
0.2922222803483851,-0.2502154707918395,1
0.7272630255365207,-0.487556724813513,0
0.41321724841293783,-1.1470620821176982,0
-0.12149077672893335,0.4492192117277996,1
-0.2100735747910204,0.456418940126807,1
0.8012930546306918,-0.7680344633335411,0
0.4379724193003748,0.5696567181791,1
-0.5191930444695423,-0.191320780845952,1
-0.5391178080667955,-0.27858897311946235,1
0.0992894959168055,0.5219923207933088,1
0.9842413137570083,-0.07400994230317176,0
1.0103962246112852,-0.4232836994398218,0
-0.03036203046044081,-0.36201583038510604,1
-0.4260225126518145,-0.03694517476946678,1
0.1952230968370546,0.5356982568626245,1
0.8851745551278315,0.4639668198077724,0
-0.1125714515719448,0.40884769083334993,1
0.3268038586174278,-0.6922532213628136,0
0.03409038139344426,-0.6181718059838006,1
0.4025425757272889,0.12831815584804457,1
0.20867093805446105,-0.4445018891694679,1
0.38857023200880647,0.08759026819904275,1
-0.08380091137959618,-0.9855314498808445,1
0.7565688168742684,0.883937179972013,0
0.841959149819933,0.4831503383648423,0
-0.016082042391026008,-0.4731770723656091,1
-0.38261246733092624,0.47581354116898333,1
-1.087597287022129,0.1520349897551663,0
0.40770951408035294,-0.12886090515062376,1
-1.2963298039718483,-0.4364936285702841,0
-0.5007027823052222,-0.23242520508384046,1
0.17380949699850343,-0.6322852841149834,1
0.5764082705216471,-0.5916719747687782,0
-0.10819038814926843,-0.5043717299321625,1
0.6996679031506912,-0.7186014494449238,0
0.40713381625372186,0.35486971449117144,1
0.48693792266522795,-0.7400864873024016,0
-0.6786628608996532,-0.25733714008230046,1
0.54278003996307,0.5535785487258481,1
0.37194626729704733,-0.09300819302882518,1
-0.5881592497203002,0.30397122494087336,1
0.5854970288279542,-0.09044970744139869,1
1.0712757996504212,0.14603166416226565,0
0.2867634955145125,-0.3762266834893823,1
-0.5163656905291663,-0.5382668887011559,0
0.3252565391162879,-0.7562738844029746,0
-1.0089104660497124,-0.12517435463142487,0
0.8273176071010166,0.6369726562156095,0
0.012083832678499162,-0.7227936546183072,1
0.14341182462520968,-0.3139342833410972,1
0.056036287001481874,-0.7902101067007226,1
0.459070195110051,-0.31063789534947095,1
0.2556802818672094,-0.8819770049308263,0
0.1519487350964184,-1.231879304539325,0
-0.5346149865218397,-0.8141360027102033,0
0.27385594045872375,1.1508848846866941,0
-0.973481165209379,-0.2076692781668834,0
0.3048010985029283,0.11595649672976181,1
0.5608586399913666,-0.13534770960747866,1
-0.5510156303923952,0.07578263420213968,1
-0.7699039085080501,0.36501745159171683,0
0.9946456895674264,-0.18822264988427007,0
-0.6087312466865169,0.5712839998367987,0
-1.1268504771307655,-0.07377025629048153,0
0.5491538581399711,-0.1832844141479493,1
-0.4604171753185517,0.20077334856481174,1
-0.7233534528505845,-0.20440495118822727,1
-0.921684702937209,-0.5637325970723169,0
0.18797346217196564,0.7693517997028649,0
0.11558701634276432,-0.37599351514745694,1
1.1968649535249696,0.032934233981333744,0
0.06105966950336611,1.058560657198465,0
-1.0545851076671047,-0.35908270050227287,0
-0.8109698099114073,-0.3992179114061185,0
-0.013795493476139509,-0.4860674481492475,1
