x1,x2,y
7.72203389198703,-4.741486342933091,1
4.9318537587269775,8.110855866225616,0
4.895068674927175,4.706469405666612,0
9.450228216912684,-6.923572988144901,2
8.074264182293243,-9.431402042307,1
10.337361776303945,-7.045593020157874,1
4.632453252208747,8.704329546992094,0
8.55536419734838,5.7678362211200565,0
9.77650390345748,-6.407947032857614,2
7.987739316568569,-6.931196180428188,1
3.309036719420017,6.739113682900678,0
13.462201328684724,-4.559946648085647,2
6.116260872821956,5.812421118249565,0
-1.4552856626524255,5.3167399273119695,3
9.787909092587107,-8.358786191019767,2
10.337910844720168,-6.214130182837085,1
-2.3060709679301596,4.87637846218772,3
9.204315020575207,-5.275887612424951,1
8.982519935535926,-8.98939107890801,2
6.99599960656566,5.154654293361647,0
-3.2373954472740656,4.366354551920771,3
2.5903822177393865,4.809001682586003,0
-0.6893970372668143,6.812246677511245,3
-3.4670999705900574,3.3527496483815407,3
7.541449197430794,2.4772710173184525,0
-0.9660510347124083,2.8482166100816553,3
9.464100947218608,-6.411263324135541,2
-0.7484439501912801,6.242296026278299,3
8.853752178133268,-6.589460642464595,1
-2.5996458813799372,5.509490695813092,3
9.548036157156691,-7.1447106729677206,2
5.319716558781803,8.455280683848438,0
9.085370292825834,7.859122052329086,0
10.280953232854873,-7.735307688363721,2
9.984561903926991,-7.824312256742837,2
5.614182106350231,-5.279610922426567,1
9.497516036569136,-5.333517947186419,2
-2.7338479028821805,2.3670363847389124,3
-2.0718180159109956,5.538515738940131,3
7.256898408159437,8.132116203654746,0
-0.7633485481774043,3.61516486676947,3
-3.754922102409876,4.148107014124251,3
8.194503706918567,4.652840670618051,0
-2.9542423707591046,6.897896881387418,3
1.4589607965974007,6.439947884969593,0
-0.6173940885975042,4.791332427158377,3
9.279859799590799,-7.93821626561305,1
-2.323192362946286,4.654778204252342,3
8.779950883902066,-3.969718893542565,1
11.267745627138808,-6.225492120482013,2
11.583878973519317,-5.037876432435784,2
9.93217810826583,4.272982562920372,0
10.804476707572096,-7.736688921023646,2
10.417443152053089,-6.7875059810866665,1
12.77539171216661,-6.251908810923225,1
-5.529759411233922,6.326415282964973,3
-1.5074782539428995,6.796381511350166,3
7.899129951397781,-6.31793085712949,2
11.493245110578933,-7.562567800764246,2
9.494499735022458,-6.7492199747478585,1
7.205575443581006,9.053053079001138,0
9.863614697983099,-5.7187066527595976,1
10.451951169269714,-8.310806215091802,2
5.240559537345909,5.700269557332512,0
8.1986135982105,-5.036456726935716,1
6.966547491153118,-8.702633870359184,2
10.66743040158756,-8.988829631024053,2
12.297816212987286,1.496670854373507,0
9.834127871034754,-6.290801945771853,1
-4.390901433877437,2.1942187068672867,3
9.186332431884237,-8.017772664361495,2
9.504548953370847,-8.46179821708069,2
-0.630114885770036,6.394119299044798,3
-2.9668504482183957,6.889258356247362,3
10.212767443373409,-6.9018843484901975,2
12.112861570403412,-5.036925434888668,2
10.262914426412735,-7.989774831690038,1
8.47897412250054,-5.557008522184673,2
9.416682454311047,-6.819553247395362,2
5.51875227568666,5.782772042287331,0
-3.295904772632619,5.720368088209075,3
8.677150796099127,8.767715175393306,0
10.961204116175642,-5.526044992688043,1
-1.8342055543647344,7.174288576956945,3
-4.043228479913703,5.515354897516311,3
9.699361004697794,-6.616251397642097,1
7.798119697897872,2.8334819944339777,0
